ParticipantID,ColorID,LightingTemperature,LightingIntensity,IdealMatch,TextureRenderCentroidUB,TextureRenderCentroidLB
16,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00510579:0.74386480:0.60822740),(0.99869150:0.73953720:0.60822740)
16,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.68054840:0.75253250:0.64016730),(0.66463180:0.74859890:0.64016730)
16,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.33542540:0.73545460:0.60835960),(0.27103220:0.74392040:0.60835960)
16,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.67497350:0.73562130:0.77535190),(0.66540530:0.73172480:0.77535190)
16,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.33552330:0.71859640:0.73917930),(0.27458950:0.72701480:0.73917930)
16,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00958128:0.72751490:0.74053590),(0.99490410:0.72319160:0.74053590)
16,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.34125920:0.78252080:0.42362040),(0.27659160:0.79114030:0.42362040)
16,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00333018:0.78956430:0.42044790),(0.99793730:0.78509620:0.42044790)
16,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.68512270:0.79975370:0.45122350),(0.66321990:0.79582490:0.45122350)
16,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.68211340:0.78412400:0.64016730),(0.65490970:0.80235840:0.64016730)
16,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.34833210:0.77104900:0.55262320),(0.28286180:0.71809280:0.55262320)
16,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.99996700:0.69691900:0.51378220),(0.98219280:0.73102070:0.51378220)
16,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.34902730:0.75156840:0.66966780),(0.28045880:0.69867890:0.66966780)
16,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99814810:0.68379030:0.62316360),(0.98284120:0.71035570:0.62316360)
16,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.67979320:0.76720790:0.77535190),(0.65700200:0.78543080:0.77535190)
16,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.68271330:0.83093050:0.45122350),(0.65716470:0.84837980:0.45122350)
16,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.35441410:0.82388950:0.38847540),(0.28007980:0.77224480:0.38847540)
16,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99820130:0.76306240:0.36087690),(0.98535010:0.78860340:0.36087690)
17,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.02252577:0.85298870:0.77068950),(0.00991208:0.82904060:0.77068950)
17,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.31971570:0.71680280:0.63937660),(0.26422050:0.82279600:0.63937660)
17,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69320110:0.67342420:0.51980440),(0.68146940:0.63611650:0.51980440)
17,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.32789170:0.76297070:0.37348010),(0.26107570:0.89559450:0.37348010)
17,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.70489960:0.78605150:0.32889570),(0.67809750:0.75428490:0.32889570)
17,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.02155218:0.91065310:0.43642620),(0.00676822:0.87426950:0.43642620)
17,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.34497930:0.73545460:0.60835960),(0.27309260:0.74392040:0.60835960)
17,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00321121:0.74386480:0.60822740),(0.99769100:0.73953720:0.60822740)
17,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.67466400:0.75253250:0.64016730),(0.66331240:0.74859890:0.64016730)
17,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00716143:0.72751490:0.74053590),(0.99608980:0.72319160:0.74053590)
17,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.68473880:0.73562130:0.77535190),(0.65994240:0.73172480:0.77535190)
17,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.33850520:0.71859640:0.73917930),(0.27740890:0.72701480:0.73917930)
17,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.67583540:0.79975370:0.45122350),(0.66177030:0.79582490:0.45122350)
17,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00751207:0.78956430:0.42044790),(0.99368270:0.78509620:0.42044790)
17,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.33727430:0.78252080:0.42362040),(0.27691900:0.79114030:0.42362040)
17,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.35649760:0.77104900:0.55262320),(0.29284550:0.71809280:0.55262320)
17,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.99589650:0.71436970:0.51378220),(0.97560340:0.73102070:0.51378220)
17,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.68122670:0.78412400:0.64016730),(0.65522090:0.80235840:0.64016730)
17,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.67831300:0.76720790:0.77535190),(0.65537120:0.78543080:0.77535190)
17,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99411650:0.70093630:0.62316360),(0.98494040:0.71035570:0.62316360)
17,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.35071100:0.75156840:0.66966780),(0.28105240:0.69867890:0.66966780)
17,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99717810:0.76782740:0.36087690),(0.98686120:0.78860340:0.36087690)
17,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.34956230:0.82388950:0.38847540),(0.27603260:0.77224480:0.38847540)
17,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.68492610:0.83093050:0.45122350),(0.65877340:0.84837980:0.45122350)
17,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.69249740:0.70443380:0.43743180),(0.68419760:0.68369930:0.43743180)
17,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.31923560:0.74128240:0.52833680),(0.27169220:0.84197260:0.52833680)
17,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.01776292:0.86799530:0.63249030),(0.00637350:0.82721940:0.63249030)
18,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.70424030:0.78605150:0.32889570),(0.67984060:0.76285050:0.32889570)
18,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.01491855:0.91065310:0.43642620),(0.00537135:0.86669810:0.43642620)
18,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.32260750:0.78882440:0.37348010),(0.25757830:0.89559450:0.37348010)
18,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.67599220:0.75253250:0.64016730),(0.65929930:0.74859890:0.64016730)
18,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00471320:0.74386480:0.60822740),(0.99715950:0.73953720:0.60822740)
18,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.34053400:0.73545460:0.60835960),(0.26951010:0.74392040:0.60835960)
18,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00619178:0.72751490:0.74053590),(0.99430290:0.72319160:0.74053590)
18,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.68300150:0.73562130:0.77535190),(0.65738680:0.73172480:0.77535190)
18,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.34973560:0.71859640:0.73917930),(0.26139460:0.72701480:0.73917930)
18,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.34049570:0.78252080:0.42362040),(0.26495290:0.79114030:0.42362040)
18,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.67809630:0.79975370:0.45122350),(0.65852360:0.79582490:0.45122350)
18,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00634968:0.78956430:0.42044790),(0.99636600:0.78509620:0.42044790)
18,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.67650490:0.78412400:0.64016730),(0.65706430:0.80235840:0.64016730)
18,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.99503340:0.71818270:0.51378220),(0.98649080:0.73102070:0.51378220)
18,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.34891630:0.77104900:0.55262320),(0.28174420:0.71809280:0.55262320)
18,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.67542960:0.76720790:0.77535190),(0.65914820:0.78543080:0.77535190)
18,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.34778290:0.75156840:0.66966780),(0.28362700:0.69867890:0.66966780)
18,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99551070:0.69491060:0.62316360),(0.99009010:0.71035570:0.62316360)
18,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.67984770:0.83093050:0.45122350),(0.65683970:0.84837980:0.45122350)
18,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99914900:0.75870110:0.36087690),(0.98453040:0.78860340:0.36087690)
18,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.34845900:0.82388950:0.38847540),(0.27366620:0.77224480:0.38847540)
18,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.69688470:0.70443380:0.43743180),(0.67708130:0.65256120:0.43743180)
18,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.02274766:0.86799530:0.63249030),(0.00239957:0.80720730:0.63249030)
18,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.31699290:0.75234140:0.52833680),(0.26515050:0.84197260:0.52833680)
18,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.30935420:0.76885470:0.63937660),(0.27182740:0.82279600:0.63937660)
18,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.01659174:0.85298870:0.77068950),(0.01053404:0.83234320:0.77068950)
18,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69506080:0.67342420:0.51980440),(0.68564040:0.65408120:0.51980440)
2,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.34242250:0.71859640:0.73917930),(0.28026140:0.72701480:0.73917930)
2,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.01010382:0.72751490:0.74053590),(0.99716010:0.72319160:0.74053590)
2,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.67818550:0.73562130:0.77535190),(0.66181740:0.73172480:0.77535190)
2,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.34152210:0.78252080:0.42362040),(0.29403820:0.79114030:0.42362040)
2,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.67196780:0.79975370:0.45122350),(0.66384520:0.79582490:0.45122350)
2,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00901188:0.78956430:0.42044790),(0.99122790:0.78509620:0.42044790)
2,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.36821320:0.77104900:0.55262320),(0.29569480:0.71809280:0.55262320)
2,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.00499064:0.69678120:0.51378220),(0.98601310:0.73102070:0.51378220)
2,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.69616790:0.78412400:0.64016730),(0.63848480:0.80235840:0.64016730)
2,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99388980:0.70192590:0.62316360),(0.98764210:0.71035570:0.62316360)
2,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.36299780:0.75156840:0.66966780),(0.28363080:0.69867890:0.66966780)
2,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.69153330:0.76720790:0.77535190),(0.63909320:0.78543080:0.77535190)
2,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99871390:0.76069700:0.36087690),(0.98817030:0.78860340:0.36087690)
2,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.34602200:0.82388950:0.38847540),(0.27397250:0.77224480:0.38847540)
2,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.69340440:0.83093050:0.45122350),(0.64287690:0.84837980:0.45122350)
2,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.01837282:0.86799530:0.63249030),(0.00038990:0.79745130:0.63249030)
2,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.71101350:0.70443380:0.43743180),(0.68475840:0.68627980:0.43743180)
2,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.31183690:0.77906270:0.52833680),(0.26490660:0.84197260:0.52833680)
2,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.30880760:0.77181130:0.63937660),(0.27157420:0.82279600:0.63937660)
2,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.02825332:0.85298870:0.77068950),(0.00894028:0.82393260:0.77068950)
2,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.70793420:0.67342420:0.51980440),(0.67592840:0.61372390:0.51980440)
2,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.32203790:0.79171650:0.37348010),(0.29488540:0.89559450:0.37348010)
2,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.02180319:0.91065310:0.43642620),(0.00684998:0.87471680:0.43642620)
2,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.70897030:0.78605150:0.32889570),(0.66654760:0.70255200:0.32889570)
2,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.01488167:0.74386480:0.60822740),(0.99537110:0.73953720:0.60822740)
2,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.36024050:0.73545460:0.60835960),(0.26181030:0.74392040:0.60835960)
2,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.69181180:0.75253250:0.64016730),(0.64482840:0.74859890:0.64016730)
3,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.68573450:0.79975370:0.45122350),(0.63191120:0.79582490:0.45122350)
3,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00823367:0.78956430:0.42044790),(0.99355660:0.78509620:0.42044790)
3,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.34215720:0.78252080:0.42362040),(0.29857470:0.79114030:0.42362040)
3,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.35521780:0.77104900:0.55262320),(0.28390530:0.71809280:0.55262320)
3,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.99455650:0.72030680:0.51378220),(0.99019150:0.73102070:0.51378220)
3,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.69047280:0.78412400:0.64016730),(0.65262780:0.80235840:0.64016730)
3,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.02406902:0.67619260:0.62316360),(0.98729620:0.71035570:0.62316360)
3,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.36013170:0.75156840:0.66966780),(0.27389930:0.69867890:0.66966780)
3,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.67141840:0.76720790:0.77535190),(0.65992440:0.78543080:0.77535190)
3,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99392040:0.78340360:0.36087690),(0.98955950:0.78860340:0.36087690)
3,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.67394380:0.83093050:0.45122350),(0.66017670:0.84837980:0.45122350)
3,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.35334910:0.82388950:0.38847540),(0.33263530:0.77224480:0.38847540)
3,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.30680070:0.80706100:0.52833680),(0.28297800:0.84197260:0.52833680)
3,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.70437120:0.70443380:0.43743180),(0.68665100:0.69513490:0.43743180)
3,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.01763535:0.86799530:0.63249030),(0.01022461:0.84758290:0.63249030)
3,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.32328970:0.70044610:0.63937660),(0.25846630:0.82279600:0.63937660)
3,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69717570:0.67342420:0.51980440),(0.65618980:0.57961890:0.51980440)
3,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.01725787:0.85298870:0.77068950),(0.01153488:0.83771310:0.77068950)
3,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.01754257:0.91065310:0.43642620),(0.00894097:0.88631300:0.43642620)
3,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.31759010:0.81504860:0.37348010),(0.27854630:0.89559450:0.37348010)
3,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.69361530:0.78605150:0.32889570),(0.67159590:0.72396340:0.32889570)
3,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.34362770:0.73545460:0.60835960),(0.28467770:0.74392040:0.60835960)
3,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.01114415:0.74386480:0.60822740),(0.99312650:0.73953720:0.60822740)
3,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.68889270:0.75253250:0.64016730),(0.65745720:0.74859890:0.64016730)
3,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.34020280:0.71859640:0.73917930),(0.29552620:0.72701480:0.73917930)
3,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.68746850:0.73562130:0.77535190),(0.65204750:0.73172480:0.77535190)
3,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00436568:0.72751490:0.74053590),(0.99926260:0.72319160:0.74053590)
4,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.34795740:0.77104900:0.55262320),(0.28557730:0.71809280:0.55262320)
4,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.67614750:0.78412400:0.64016730),(0.65880340:0.80235840:0.64016730)
4,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.99461070:0.72006500:0.51378220),(0.98275110:0.73102070:0.51378220)
4,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.67335430:0.76720790:0.77535190),(0.65771450:0.78543080:0.77535190)
4,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99328690:0.70457160:0.62316360),(0.98799430:0.71035570:0.62316360)
4,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.34623110:0.75156840:0.66966780),(0.29934300:0.69867890:0.66966780)
4,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.34610530:0.82388950:0.38847540),(0.29563130:0.77224480:0.38847540)
4,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.67285820:0.83093050:0.45122350),(0.66106510:0.84837980:0.45122350)
4,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99479430:0.77916360:0.36087690),(0.97757680:0.78860340:0.36087690)
4,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.02175467:0.86799530:0.63249030),(0.01076243:0.85050680:0.63249030)
4,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.30788500:0.80086400:0.52833680),(0.28038900:0.84197260:0.52833680)
4,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.69343500:0.70443380:0.43743180),(0.68060730:0.66762710:0.43743180)
4,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.30994320:0.76569410:0.63937660),(0.28649650:0.82279600:0.63937660)
4,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.01705025:0.85298870:0.77068950),(0.00863682:0.82235060:0.77068950)
4,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69281850:0.67342420:0.51980440),(0.68597800:0.65557990:0.51980440)
4,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.01664051:0.91065310:0.43642620),(0.00595918:0.86986820:0.43642620)
4,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.31153040:0.84914230:0.37348010),(0.29647980:0.89559450:0.37348010)
4,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.68820410:0.78605150:0.32889570),(0.68326660:0.78026620:0.32889570)
4,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.67072750:0.75253250:0.64016730),(0.66147740:0.74859890:0.64016730)
4,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00288640:0.74386480:0.60822740),(0.99292220:0.73953720:0.60822740)
4,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.34368850:0.73545460:0.60835960),(0.29348260:0.74392040:0.60835960)
4,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.33422420:0.71859640:0.73917930),(0.27788770:0.72701480:0.73917930)
4,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.67384940:0.73562130:0.77535190),(0.66178410:0.73172480:0.77535190)
4,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00217304:0.72751490:0.74053590),(0.99117170:0.72319160:0.74053590)
4,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.68350440:0.79975370:0.45122350),(0.65633820:0.79582490:0.45122350)
4,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00271249:0.78956430:0.42044790),(0.98885070:0.78509620:0.42044790)
4,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.33429830:0.78252080:0.42362040),(0.28460760:0.79114030:0.42362040)
5,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.35089810:0.75156840:0.66966780),(0.30428260:0.69867890:0.66966780)
5,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99479060:0.69800990:0.62316360),(0.98589390:0.71035570:0.62316360)
5,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.68452260:0.76720790:0.77535190),(0.65716790:0.78543080:0.77535190)
5,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.35125400:0.82388950:0.38847540),(0.30379110:0.77224480:0.38847540)
5,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.68245870:0.83093050:0.45122350),(0.65143680:0.84837980:0.45122350)
5,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99936880:0.75769630:0.36087690),(0.99022730:0.78860340:0.36087690)
5,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.69080330:0.70443380:0.43743180),(0.68109260:0.66975500:0.43743180)
5,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.01704435:0.86799530:0.63249030),(0.00937438:0.84300140:0.63249030)
5,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.30762380:0.80234810:0.52833680),(0.28758360:0.84197260:0.52833680)
5,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69090840:0.67342420:0.51980440),(0.68203710:0.63850360:0.51980440)
5,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.31109840:0.75956990:0.63937660),(0.27365690:0.82279600:0.63937660)
5,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.01908178:0.85298870:0.77068950),(0.01362025:0.84912750:0.77068950)
5,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.69379190:0.78605150:0.32889570),(0.68258050:0.77671510:0.32889570)
5,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.01497856:0.91065310:0.43642620),(0.01083792:0.89710240:0.43642620)
5,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.31437230:0.83280490:0.37348010),(0.27685270:0.89559450:0.37348010)
5,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00731082:0.74386480:0.60822740),(0.99805350:0.73953720:0.60822740)
5,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.67555200:0.75253250:0.64016730),(0.66171800:0.74859890:0.64016730)
5,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.33257040:0.73883660:0.60835960),(0.27867200:0.74392040:0.60835960)
5,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.67276050:0.73562130:0.77535190),(0.66385300:0.73172480:0.77535190)
5,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.33888520:0.71859640:0.73917930),(0.28441870:0.72701480:0.73917930)
5,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00818221:0.72751490:0.74053590),(0.99690530:0.72319160:0.74053590)
5,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.33587610:0.78252080:0.42362040),(0.27379550:0.79114030:0.42362040)
5,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.67166280:0.79975370:0.45122350),(0.65316150:0.79582490:0.45122350)
5,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.01125378:0.78956430:0.42044790),(0.99579760:0.78509620:0.42044790)
5,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.00271557:0.69678120:0.51378220),(0.99027340:0.73102070:0.51378220)
5,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.34840500:0.77104900:0.55262320),(0.28632840:0.71809280:0.55262320)
5,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.68131900:0.78412400:0.64016730),(0.65765710:0.80235840:0.64016730)
6,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.70821700:0.83093050:0.45122350),(0.63958500:0.84837980:0.45122350)
6,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.00356317:0.75482700:0.36087690),(0.98704950:0.78860340:0.36087690)
6,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.36579850:0.82388950:0.38847540),(0.27443860:0.77224480:0.38847540)
6,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.71592470:0.70443380:0.43743180),(0.66086190:0.61178420:0.43743180)
6,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.01738760:0.86799530:0.63249030),(0.00518238:0.82111780:0.63249030)
6,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.34496670:0.67858010:0.52833680),(0.25727700:0.84197260:0.52833680)
6,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.01701891:0.85298870:0.77068950),(0.01049245:0.83212150:0.77068950)
6,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.71644740:0.67342420:0.51980440),(0.66978190:0.59065920:0.51980440)
6,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.33006030:0.67142160:0.63937660),(0.25406110:0.82279600:0.63937660)
6,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.33388600:0.73805990:0.37348010),(0.25263970:0.89559450:0.37348010)
6,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.02096619:0.91065310:0.43642620),(0.00440030:0.86151150:0.43642620)
6,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.70543720:0.78605150:0.32889570),(0.66844030:0.71010880:0.32889570)
6,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.70067030:0.75253250:0.64016730),(0.64739950:0.74859890:0.64016730)
6,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00488507:0.74386480:0.60822740),(0.99572210:0.73953720:0.60822740)
6,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.35073630:0.73545460:0.60835960),(0.27044790:0.74392040:0.60835960)
6,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.69585470:0.73562130:0.77535190),(0.63170600:0.73172480:0.77535190)
6,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00904656:0.72751490:0.74053590),(0.98690180:0.72319160:0.74053590)
6,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.34964000:0.71859640:0.73917930),(0.26516360:0.72701480:0.73917930)
6,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.68943300:0.79975370:0.45122350),(0.63915610:0.79582490:0.45122350)
6,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.34034300:0.78252080:0.42362040),(0.26687350:0.79114030:0.42362040)
6,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.01397099:0.78956430:0.42044790),(0.98492310:0.78509620:0.42044790)
6,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.00100263:0.69678120:0.51378220),(0.98289460:0.73102070:0.51378220)
